title,year,source,authors,class,keywords,abstract,pdf_link
I3Net: Implicit Instance-Invariant Network for Adapting One-Stage Object Detectors,2021,CVPR,Chaoqi Chen;Zebiao Zheng;Yue Huang;Xinghao Ding;Yizhou Yu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Chen_I3Net_Implicit_Instance-Invariant_Network_for_Adapting_One-Stage_Object_Detectors_CVPR_2021_paper.pdf
Body Meshes as Points,2021,CVPR,Jianfeng Zhang;Dongdong Yu;Jun Hao Liew;Xuecheng Nie;Jiashi Feng,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Zhang_Body_Meshes_as_Points_CVPR_2021_paper.pdf
Pixel-Aligned Volumetric Avatars,2021,CVPR,Amit Raj;Michael Zollhofer;Tomas Simon;Jason Saragih;Shunsuke Saito;James Hays;Stephen Lombardi,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Raj_Pixel-Aligned_Volumetric_Avatars_CVPR_2021_paper.pdf
UC2: Universal Cross-Lingual Cross-Modal Vision-and-Language Pre-Training,2021,CVPR,Mingyang Zhou;Luowei Zhou;Shuohang Wang;Yu Cheng;Linjie Li;Zhou Yu;Jingjing Liu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Zhou_UC2_Universal_Cross-Lingual_Cross-Modal_Vision-and-Language_Pre-Training_CVPR_2021_paper.pdf
"Generative PointNet: Deep Energy-Based Learning on Unordered Point Sets for 3D Generation, Reconstruction and Classification",2021,CVPR,Jianwen Xie;Yifei Xu;Zilong Zheng;Song-Chun Zhu;Ying Nian Wu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Xie_Generative_PointNet_Deep_Energy-Based_Learning_on_Unordered_Point_Sets_for_CVPR_2021_paper.pdf
"Blur, Noise, and Compression Robust Generative Adversarial Networks",2021,CVPR,Takuhiro Kaneko;Tatsuya Harada,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Kaneko_Blur_Noise_and_Compression_Robust_Generative_Adversarial_Networks_CVPR_2021_paper.pdf
Invisible Perturbations: Physical Adversarial Examples Exploiting the Rolling Shutter Effect,2021,CVPR,Athena Sayles;Ashish Hooda;Mohit Gupta;Rahul Chatterjee;Earlence Fernandes,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Sayles_Invisible_Perturbations_Physical_Adversarial_Examples_Exploiting_the_Rolling_Shutter_Effect_CVPR_2021_paper.pdf
Introvert: Human Trajectory Prediction via Conditional 3D Attention,2021,CVPR,Nasim Shafiee;Taskin Padir;Ehsan Elhamifar,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Shafiee_Introvert_Human_Trajectory_Prediction_via_Conditional_3D_Attention_CVPR_2021_paper.pdf
Camouflaged Object Segmentation With Distraction Mining,2021,CVPR,Haiyang Mei;Ge-Peng Ji;Ziqi Wei;Xin Yang;Xiaopeng Wei;Deng-Ping Fan,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Mei_Camouflaged_Object_Segmentation_With_Distraction_Mining_CVPR_2021_paper.pdf
RfD-Net: Point Scene Understanding by Semantic Instance Reconstruction,2021,CVPR,Yinyu Nie;Ji Hou;Xiaoguang Han;Matthias Niessner,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Nie_RfD-Net_Point_Scene_Understanding_by_Semantic_Instance_Reconstruction_CVPR_2021_paper.pdf
In the Light of Feature Distributions: Moment Matching for Neural Style Transfer,2021,CVPR,Nikolai Kalischek;Jan D. Wegner;Konrad Schindler,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Kalischek_In_the_Light_of_Feature_Distributions_Moment_Matching_for_Neural_CVPR_2021_paper.pdf
DOTS: Decoupling Operation and Topology in Differentiable Architecture Search,2021,CVPR,Yu-Chao Gu;Li-Juan Wang;Yun Liu;Yi Yang;Yu-Huan Wu;Shao-Ping Lu;Ming-Ming Cheng,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Gu_DOTS_Decoupling_Operation_and_Topology_in_Differentiable_Architecture_Search_CVPR_2021_paper.pdf
DriveGAN: Towards a Controllable High-Quality Neural Simulation,2021,CVPR,Seung Wook Kim;Jonah Philion;Antonio Torralba;Sanja Fidler,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Kim_DriveGAN_Towards_a_Controllable_High-Quality_Neural_Simulation_CVPR_2021_paper.pdf
Style-Aware Normalized Loss for Improving Arbitrary Style Transfer,2021,CVPR,Jiaxin Cheng;Ayush Jaiswal;Yue Wu;Pradeep Natarajan;Prem Natarajan,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Cheng_Style-Aware_Normalized_Loss_for_Improving_Arbitrary_Style_Transfer_CVPR_2021_paper.pdf
Wide-Depth-Range 6D Object Pose Estimation in Space,2021,CVPR,Yinlin Hu;Sebastien Speierer;Wenzel Jakob;Pascal Fua;Mathieu Salzmann,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Hu_Wide-Depth-Range_6D_Object_Pose_Estimation_in_Space_CVPR_2021_paper.pdf
Learning Salient Boundary Feature for Anchor-free Temporal Action Localization,2021,CVPR,Chuming Lin;Chengming Xu;Donghao Luo;Yabiao Wang;Ying Tai;Chengjie Wang;Jilin Li;Feiyue Huang;Yanwei Fu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Lin_Learning_Salient_Boundary_Feature_for_Anchor-free_Temporal_Action_Localization_CVPR_2021_paper.pdf
Monocular Depth Estimation via Listwise Ranking Using the Plackett-Luce Model,2021,CVPR,Julian Lienen;Eyke Hullermeier;Ralph Ewerth;Nils Nommensen,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Lienen_Monocular_Depth_Estimation_via_Listwise_Ranking_Using_the_Plackett-Luce_Model_CVPR_2021_paper.pdf
Holistic 3D Scene Understanding From a Single Image With Implicit Representation,2021,CVPR,Cheng Zhang;Zhaopeng Cui;Yinda Zhang;Bing Zeng;Marc Pollefeys;Shuaicheng Liu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Zhang_Holistic_3D_Scene_Understanding_From_a_Single_Image_With_Implicit_CVPR_2021_paper.pdf
MultiBodySync: Multi-Body Segmentation and Motion Estimation via 3D Scan Synchronization,2021,CVPR,Jiahui Huang;He Wang;Tolga Birdal;Minhyuk Sung;Federica Arrigoni;Shi-Min Hu;Leonidas J. Guibas,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Huang_MultiBodySync_Multi-Body_Segmentation_and_Motion_Estimation_via_3D_Scan_Synchronization_CVPR_2021_paper.pdf
Learning Optical Flow From a Few Matches,2021,CVPR,Shihao Jiang;Yao Lu;Hongdong Li;Richard Hartley,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Jiang_Learning_Optical_Flow_From_a_Few_Matches_CVPR_2021_paper.pdf
Learnable Motion Coherence for Correspondence Pruning,2021,CVPR,Yuan Liu;Lingjie Liu;Cheng Lin;Zhen Dong;Wenping Wang,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Liu_Learnable_Motion_Coherence_for_Correspondence_Pruning_CVPR_2021_paper.pdf
ManipulaTHOR: A Framework for Visual Object Manipulation,2021,CVPR,Kiana Ehsani;Winson Han;Alvaro Herrasti;Eli VanderBilt;Luca Weihs;Eric Kolve;Aniruddha Kembhavi;Roozbeh Mottaghi,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Ehsani_ManipulaTHOR_A_Framework_for_Visual_Object_Manipulation_CVPR_2021_paper.pdf
DeepI2P: Image-to-Point Cloud Registration via Deep Classification,2021,CVPR,Jiaxin Li;Gim Hee Lee,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_DeepI2P_Image-to-Point_Cloud_Registration_via_Deep_Classification_CVPR_2021_paper.pdf
Scene-Intuitive Agent for Remote Embodied Visual Grounding,2021,CVPR,Xiangru Lin;Guanbin Li;Yizhou Yu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Lin_Scene-Intuitive_Agent_for_Remote_Embodied_Visual_Grounding_CVPR_2021_paper.pdf
Human-Like Controllable Image Captioning With Verb-Specific Semantic Roles,2021,CVPR,Long Chen;Zhihong Jiang;Jun Xiao;Wei Liu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Chen_Human-Like_Controllable_Image_Captioning_With_Verb-Specific_Semantic_Roles_CVPR_2021_paper.pdf
Enhancing the Transferability of Adversarial Attacks Through Variance Tuning,2021,CVPR,Xiaosen Wang;Kun He,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Wang_Enhancing_the_Transferability_of_Adversarial_Attacks_Through_Variance_Tuning_CVPR_2021_paper.pdf
HistoGAN: Controlling Colors of GAN-Generated and Real Images via Color Histograms,2021,CVPR,Mahmoud Afifi;Marcus A. Brubaker;Michael S. Brown,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Afifi_HistoGAN_Controlling_Colors_of_GAN-Generated_and_Real_Images_via_Color_CVPR_2021_paper.pdf
BiCnet-TKS: Learning Efficient Spatial-Temporal Representation for Video Person Re-Identification,2021,CVPR,Ruibing Hou;Hong Chang;Bingpeng Ma;Rui Huang;Shiguang Shan,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Hou_BiCnet-TKS_Learning_Efficient_Spatial-Temporal_Representation_for_Video_Person_Re-Identification_CVPR_2021_paper.pdf
Probabilistic Model Distillation for Semantic Correspondence,2021,CVPR,Xin Li;Deng-Ping Fan;Fan Yang;Ao Luo;Hong Cheng;Zicheng Liu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_Probabilistic_Model_Distillation_for_Semantic_Correspondence_CVPR_2021_paper.pdf
OpenRooms: An Open Framework for Photorealistic Indoor Scene Datasets,2021,CVPR,Zhengqin Li;Ting-Wei Yu;Shen Sang;Sarah Wang;Meng Song;Yuhan Liu;Yu-Ying Yeh;Rui Zhu;Nitesh Gundavarapu;Jia Shi;Sai Bi;Hong-Xing Yu;Zexiang Xu;Kalyan Sunkavalli;Milos Hasan;Ravi Ramamoorthi;Manmohan Chandraker,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_OpenRooms_An_Open_Framework_for_Photorealistic_Indoor_Scene_Datasets_CVPR_2021_paper.pdf
SSAN: Separable Self-Attention Network for Video Representation Learning,2021,CVPR,Xudong Guo;Xun Guo;Yan Lu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Guo_SSAN_Separable_Self-Attention_Network_for_Video_Representation_Learning_CVPR_2021_paper.pdf
4D Panoptic LiDAR Segmentation,2021,CVPR,Mehmet Aygun;Aljosa Osep;Mark Weber;Maxim Maximov;Cyrill Stachniss;Jens Behley;Laura Leal-Taixe,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Aygun_4D_Panoptic_LiDAR_Segmentation_CVPR_2021_paper.pdf
SceneGen: Learning To Generate Realistic Traffic Scenes,2021,CVPR,Shuhan Tan;Kelvin Wong;Shenlong Wang;Sivabalan Manivasagam;Mengye Ren;Raquel Urtasun,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Tan_SceneGen_Learning_To_Generate_Realistic_Traffic_Scenes_CVPR_2021_paper.pdf
Natural Adversarial Examples,2021,CVPR,Dan Hendrycks;Kevin Zhao;Steven Basart;Jacob Steinhardt;Dawn Song,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Hendrycks_Natural_Adversarial_Examples_CVPR_2021_paper.pdf
CausalVAE: Disentangled Representation Learning via Neural Structural Causal Models,2021,CVPR,Mengyue Yang;Furui Liu;Zhitang Chen;Xinwei Shen;Jianye Hao;Jun Wang,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Yang_CausalVAE_Disentangled_Representation_Learning_via_Neural_Structural_Causal_Models_CVPR_2021_paper.pdf
VideoMoCo: Contrastive Video Representation Learning With Temporally Adversarial Examples,2021,CVPR,Tian Pan;Yibing Song;Tianyu Yang;Wenhao Jiang;Wei Liu,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Pan_VideoMoCo_Contrastive_Video_Representation_Learning_With_Temporally_Adversarial_Examples_CVPR_2021_paper.pdf
Zero-Shot Instance Segmentation,2021,CVPR,Ye Zheng;Jiahong Wu;Yongqiang Qin;Faen Zhang;Li Cui,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Zheng_Zero-Shot_Instance_Segmentation_CVPR_2021_paper.pdf
Stereo Radiance Fields (SRF): Learning View Synthesis for Sparse Views of Novel Scenes,2021,CVPR,Julian Chibane;Aayush Bansal;Verica Lazova;Gerard Pons-Moll,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Chibane_Stereo_Radiance_Fields_SRF_Learning_View_Synthesis_for_Sparse_Views_CVPR_2021_paper.pdf
Global Transport for Fluid Reconstruction With Learned Self-Supervision,2021,CVPR,Erik Franz;Barbara Solenthaler;Nils Thuerey,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Franz_Global_Transport_for_Fluid_Reconstruction_With_Learned_Self-Supervision_CVPR_2021_paper.pdf
SliceNet: Deep Dense Depth Estimation From a Single Indoor Panorama Using a Slice-Based Representation,2021,CVPR,Giovanni Pintore;Marco Agus;Eva Almansa;Jens Schneider;Enrico Gobbetti,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Pintore_SliceNet_Deep_Dense_Depth_Estimation_From_a_Single_Indoor_Panorama_CVPR_2021_paper.pdf
Offboard 3D Object Detection From Point Cloud Sequences,2021,CVPR,Charles R. Qi;Yin Zhou;Mahyar Najibi;Pei Sun;Khoa Vo;Boyang Deng;Dragomir Anguelov,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Qi_Offboard_3D_Object_Detection_From_Point_Cloud_Sequences_CVPR_2021_paper.pdf
STaR: Self-Supervised Tracking and Reconstruction of Rigid Objects in Motion With Neural Rendering,2021,CVPR,Wentao Yuan;Zhaoyang Lv;Tanner Schmidt;Steven Lovegrove,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Yuan_STaR_Self-Supervised_Tracking_and_Reconstruction_of_Rigid_Objects_in_Motion_CVPR_2021_paper.pdf
Generalization on Unseen Domains via Inference-Time Label-Preserving Target Projections,2021,CVPR,Prashant Pandey;Mrigank Raman;Sumanth Varambally;Prathosh AP,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Pandey_Generalization_on_Unseen_Domains_via_Inference-Time_Label-Preserving_Target_Projections_CVPR_2021_paper.pdf
Monocular 3D Object Detection: An Extrinsic Parameter Free Approach,2021,CVPR,Yunsong Zhou;Yuan He;Hongzi Zhu;Cheng Wang;Hongyang Li;Qinhong Jiang,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Zhou_Monocular_3D_Object_Detection_An_Extrinsic_Parameter_Free_Approach_CVPR_2021_paper.pdf
Communication Efficient SGD via Gradient Sampling With Bayes Prior,2021,CVPR,Liuyihan Song;Kang Zhao;Pan Pan;Yu Liu;Yingya Zhang;Yinghui Xu;Rong Jin,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Song_Communication_Efficient_SGD_via_Gradient_Sampling_With_Bayes_Prior_CVPR_2021_paper.pdf
AdaBins: Depth Estimation Using Adaptive Bins,2021,CVPR,Shariq Farooq Bhat;Ibraheem Alhashim;Peter Wonka,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Bhat_AdaBins_Depth_Estimation_Using_Adaptive_Bins_CVPR_2021_paper.pdf
VirFace: Enhancing Face Recognition via Unlabeled Shallow Data,2021,CVPR,Wenyu Li;Tianchu Guo;Pengyu Li;Binghui Chen;Biao Wang;Wangmeng Zuo;Lei Zhang,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_VirFace_Enhancing_Face_Recognition_via_Unlabeled_Shallow_Data_CVPR_2021_paper.pdf
Pulsar: Efficient Sphere-Based Neural Rendering,2021,CVPR,Christoph Lassner;Michael Zollhofer,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Lassner_Pulsar_Efficient_Sphere-Based_Neural_Rendering_CVPR_2021_paper.pdf
Contrastive Learning Based Hybrid Networks for Long-Tailed Image Classification,2021,CVPR,Peng Wang;Kai Han;Xiu-Shen Wei;Lei Zhang;Lei Wang,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Wang_Contrastive_Learning_Based_Hybrid_Networks_for_Long-Tailed_Image_Classification_CVPR_2021_paper.pdf
Visualizing Adapted Knowledge in Domain Transfer,2021,CVPR,Yunzhong Hou;Liang Zheng,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Hou_Visualizing_Adapted_Knowledge_in_Domain_Transfer_CVPR_2021_paper.pdf
Delving into Data: Effectively Substitute Training for Black-box Attack,2021,CVPR,Wenxuan Wang;Bangjie Yin;Taiping Yao;Li Zhang;Yanwei Fu;Shouhong Ding;Jilin Li;Feiyue Huang;Xiangyang Xue,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Wang_Delving_into_Data_Effectively_Substitute_Training_for_Black-box_Attack_CVPR_2021_paper.pdf
How To Exploit the Transferability of Learned Image Compression to Conventional Codecs,2021,CVPR,Jan P. Klopp;Keng-Chi Liu;Liang-Gee Chen;Shao-Yi Chien,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Klopp_How_To_Exploit_the_Transferability_of_Learned_Image_Compression_to_CVPR_2021_paper.pdf
CorrNet3D: Unsupervised End-to-End Learning of Dense Correspondence for 3D Point Clouds,2021,CVPR,Yiming Zeng;Yue Qian;Zhiyu Zhu;Junhui Hou;Hui Yuan;Ying He,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Zeng_CorrNet3D_Unsupervised_End-to-End_Learning_of_Dense_Correspondence_for_3D_Point_CVPR_2021_paper.pdf
Single-View Robot Pose and Joint Angle Estimation via Render & Compare,2021,CVPR,Yann Labbe;Justin Carpentier;Mathieu Aubry;Josef Sivic,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Labbe_Single-View_Robot_Pose_and_Joint_Angle_Estimation_via_Render__CVPR_2021_paper.pdf
Harmonious Semantic Line Detection via Maximal Weight Clique Selection,2021,CVPR,Dongkwon Jin;Wonhui Park;Seong-Gyun Jeong;Chang-Su Kim,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Jin_Harmonious_Semantic_Line_Detection_via_Maximal_Weight_Clique_Selection_CVPR_2021_paper.pdf
Learning the Non-Differentiable Optimization for Blind Super-Resolution,2021,CVPR,Zheng Hui;Jie Li;Xiumei Wang;Xinbo Gao,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Hui_Learning_the_Non-Differentiable_Optimization_for_Blind_Super-Resolution_CVPR_2021_paper.pdf
Progressive Temporal Feature Alignment Network for Video Inpainting,2021,CVPR,Xueyan Zou;Linjie Yang;Ding Liu;Yong Jae Lee,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Zou_Progressive_Temporal_Feature_Alignment_Network_for_Video_Inpainting_CVPR_2021_paper.pdf
Bottleneck Transformers for Visual Recognition,2021,CVPR,Aravind Srinivas;Tsung-Yi Lin;Niki Parmar;Jonathon Shlens;Pieter Abbeel;Ashish Vaswani,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Srinivas_Bottleneck_Transformers_for_Visual_Recognition_CVPR_2021_paper.pdf
Calibrated RGB-D Salient Object Detection,2021,CVPR,Wei Ji;Jingjing Li;Shuang Yu;Miao Zhang;Yongri Piao;Shunyu Yao;Qi Bi;Kai Ma;Yefeng Zheng;Huchuan Lu;Li Cheng,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Ji_Calibrated_RGB-D_Salient_Object_Detection_CVPR_2021_paper.pdf
"S3: Neural Shape, Skeleton, and Skinning Fields for 3D Human Modeling",2021,CVPR,Ze Yang;Shenlong Wang;Sivabalan Manivasagam;Zeng Huang;Wei-Chiu Ma;Xinchen Yan;Ersin Yumer;Raquel Urtasun,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Yang_S3_Neural_Shape_Skeleton_and_Skinning_Fields_for_3D_Human_CVPR_2021_paper.pdf
OSTeC: One-Shot Texture Completion,2021,CVPR,Baris Gecer;Jiankang Deng;Stefanos Zafeiriou,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Gecer_OSTeC_One-Shot_Texture_Completion_CVPR_2021_paper.pdf
Learning To Count Everything,2021,CVPR,Viresh Ranjan;Udbhav Sharma;Thu Nguyen;Minh Hoai,,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Ranjan_Learning_To_Count_Everything_CVPR_2021_paper.pdf
